Objective,Organizations and Project ID,Project Description,Project Title,Status,Actual Approval Date,Actual Completion Date,Actual Start Date,Proposed Approval Date,Proposed Completion Date,Proposed Start Date,Country,District,Region,Zone,Donor Agency,Cumulative Commitment,Cumulative Disbursement,Donor Group,Primary Sector,Primary Sector sub-sector,2010 Actual Commitments,2010 Actual Disbursements,2010 Planned Commitments,2010 Planned disbursements,2011 Actual Commitments,2011 Actual Disbursements,2011 Planned Commitments,2011 Planned disbursements,2012 Actual Commitments,2012 Actual Disbursements,2012 Planned Commitments,2012 Planned disbursements,2013 Actual Commitments,2013 Actual Disbursements,2013 Planned Commitments,2013 Planned disbursements,Total Actual Commitments,Total Actual Disbursements,Total Planned Commitments,Total Planned disbursements
 , , ,Grants NGO's / NY Pledge (New Funds) / Approuvé par la CIRH) / (Source : OSE/Norvège),Ongoing,,,,,,,Haiti, , , ,Ambassade de Norvège,6000000,6000000,Norvège,150 - GOUVERNEMENT ET SOCIETE CIVILE, , , , , , , , ,1000000, , , , , , , , ,6000000,6000000, ,1000000
 , , ,Grant NDI / NY Pledge (New Funds) / Approuvé par la CIRH) / (Source : OSE/Norvège),Ongoing,,,,,,,Haiti, , , ,Ambassade de Norvège,2000000,2000000,Norvège,998 - NON AFFECTE/ NON SPECIFIE, , , , , , ,2000000, ,2000000, , , , , , , , ,2000000,2000000, ,2000000
 , , ,Financement IDEA / NY Pledge (New Funds) / Approuvé par la CIRH) / (Source : OSE/Norvège),Ongoing,,,,,,01/01/2011,Haiti, , , ,Ambassade de Norvège,1000000,1000000,Norvège,150 - GOUVERNEMENT ET SOCIETE CIVILE, ,1000000,1000000, , , , , ,1000000, , , , , , , , ,1000000,1000000, ,1000000
 , , ,Financement NGOs ( Grants) / NY Pledge (New Funds) / Approuvé par la CIRH) / (Source : OSE/Norvège),Ongoing,,,,,,01/01/2011,Haiti, , , ,Ambassade de Norvège,1000000,1000000,Norvège,150 - GOUVERNEMENT ET SOCIETE CIVILE, ,1000000, , , , ,1000000, , , , , , , , , , ,1000000,1000000, , 
  , ,,Grant OAS / (NY Pledge (New Funds) / Approuvé par la CIRH) /  (Source : OSE/Norvège),Ongoing,,,,,,,Haiti, , , ,Ambassade de Norvège,1000000,1000000,Norvège,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", , , , , , , , , , , , , , , , ,1000000,1000000, , 
 , , ,Financement UNDP / NY Pledge (New Funds) / Approuvé par la CIRH) / (Source : OSE/Norvège),Ongoing,,,,,,01/01/2011,Haiti, ,Sud, ,Ambassade de Norvège,1000000,1000000,Norvège,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT","410 - Protection de l’environnement, général",1000000, , , , ,1000000, ,4500000, , , , , , , , ,1000000,1000000, ,4500000
 , , ,Financement NGOs (Technical Assist) / NY Pledge (New Funds) / Approuvé par la CIRH) / (Source : OSE/Norvège),Ongoing,,,,,,01/01/2011,Haiti, , , ,Ambassade de Norvège,1000000,1000000,Norvège,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié,1000000, , , , ,1000000, , , , , , , , , , ,1000000,1000000, , 
 , , ,Ligne de financement HRF / NY Pledge New Fund // (Source : OSE/Nigeria),Ongoing,,,,,,,Haiti, , , ,Ambassade du Nigeria,5000000,5000000,Nigeria,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié, ,5000000, , , , , , , , , , , , , , ,5000000,5000000, , 
  , , ,Construction of a kindergaren and primary school Grant / NY Pledge New Fund // (Source : OSE/Monaco),Ongoing,,,,,30/09/2011,01/12/2010,Haiti,Port-au-Prince,Ouest,Port-au-Prince Arrondissement,Ambassade de Monaco,129870.129,129870.129,Monaco,110 - EDUCATION, , ,64935.064, , , ,64935.064, , , , , , , , , , ,129870.129,129870.129, , 
 , , ,Cash for work Grant / NY Pledge New Fund // (Source : OSE/Maurice),Ongoing,,,,,,,Haiti, , , ,Ambassade de Maurice,1012832,1012832,Maurice,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS,16020 - Politique de l’emploi et gestion administrative, ,1012832, , , , , , , , , , , , , , ,1012832,1012832, , 
 , , ,Combatting the cholera outbreak / NY Pledge (New Funds) //  (Source : OSE/Latvia),Ongoing,,,,,30/06/2011,30/06/2010,Haiti, , , ,Lettonie,37012.987,37012.987,Lettonie,700 - AIDE HUMANITAIRE, , ,37012.987, , , , , , , , , , , , , , ,37012.987,37012.987, , 
 , , ,HRF / NY Pledge (New Funds) // (Source : OSE/Latvia),Ongoing,,,,,,,Haiti, , , ,Lettonie,61038.961,61038.961,Lettonie,998 - NON AFFECTE/ NON SPECIFIE, , ,61038.961, , , , , , , , , , , , , , ,61038.961,61038.961, , 
 , , ,Housing - IFRC / NY Pledge (New Funds) //  (Source: OSE/Japon),Ongoing,,,,,31/12/2012,12/01/2010,Haiti, ,Ouest, ,Ambassade du Japon,5517727,5517727,Japon,700 - AIDE HUMANITAIRE,730 - Aide à la reconstruction et réhabilitation, ,5517727, , , , , , , , , , , , , , ,5517727,5517727, , 
 , , ,Emergency Community Centres in Haiti / NY (New Funds) // (Source: OSE/Japon),Ongoing,,,,,,,Haiti, ,Ouest, ,Ambassade du Japon,200000,200000,Japon,700 - AIDE HUMANITAIRE,730 - Aide à la reconstruction et réhabilitation, ,200000, , , , , , , , , , , , , , ,200000,200000, , 
  , , ,Provision of child friendly space-child protection - Grant / NY Pledge (New Funds) // (Source : OSE/Irlande),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,259740.259,259740.259,Irlande,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", , , , , , , , , , , , , , , , ,259740.259,259740.259, , 
  , , ,Cash for Work programme (GOAL)- Grant / NY Pledge (New Funds) // (Source : OSE/Irlande),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,649350.649,649350.649,Irlande,700 - AIDE HUMANITAIRE,730 - Aide à la reconstruction et réhabilitation, , , , , , , , , , , , , , , , ,649350.649,649350.649, , 
  , , ,Ligne de financement - UNICEF /// (Source : OSE/Irlande),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,649350.649,649350.649,Irlande,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié,649350.649,649350.649, , , , , , , , , , , , , , ,649350.649,649350.649, , 
 , , ,Micro Project Emergency Grant - (Nos petits Freres & Soeurs) /// (Source : OSE/Irlande),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,4566.233,4566.233,Irlande,998 - NON AFFECTE/ NON SPECIFIE, , , , , , , , , , , , , , , , , ,4566.233,4566.233, , 
  , , ,Education project (UNDP) / NY Pledge (New Funds) // (Source : (OSE/Finlande),Ongoing,,,,,31/12/2011,30/06/2010,Haiti,Léogâne,Ouest,Léogâne Arrondissement,Ambassade de Finlande,3636363.636,3636363.636,Finlande,110 - EDUCATION, , ,1818181.818, , , ,1818181.818, , , , , , , , , , ,3636363.636,3636363.636, , 
  , , ,Debris removal project (UNDP) / NY Pledge (New Funds) // (Source : OSE/Finlande),Ongoing,,,,,,,Haiti,Léogâne,Ouest,Léogâne Arrondissement,Ambassade de Finlande,1038961.038,1038961.038,Finlande,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS,16040 - Logement à coût réduit, ,519480.519, , , ,519480.519, , , , , , , , , , ,1038961.038,1038961.038, , 
 , , ,WASH - see also additional information below /New York Pledge/ (New Fund) / (Source : OSE/Danemark),Ongoing,,,,,,,Haiti, , , ,Ambassade du Danemark,3484320.557,3484320.557,Danemark,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié, ,3484320.557, , , , , , , , , , , , , , ,3484320.557,3484320.557, , 
 , , ,Ligne de financement HRF / NY pledge New Fund // (Source : OSE/Colombie),Ongoing,,,,,,,Haiti, , , ,Ambassade de Colombie,4000000,4000000,Colombie,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié, ,4000000, , , , , , , , , , , , , , ,4000000,4000000, , 
  , ,,"Création d'une Unité de Démonstration et de Validation des Technologies Agricoles au sein de la Ferme du Ministère de l'Agriculture, des Ressources Naturelles et du Dev - Country Program (CP) through ABC",Ongoing,,,,,30/06/2010,30/06/2008,Haiti, ,Nippes, ,Ministère des Relations Extérieures,5000000,7112,Brésil,311 - AGRICULTURE, , ,7112, , , , , , , , , , , , , , ,5000000,7112, , 
  , , ,Sémiaire de divulgation des résultats obtenus avec la production de légumes à Kenscoff (Country Program (CP) through ABC,Ongoing,,,,,30/06/2012,30/06/2011,Haiti,Kenscoff,Ouest,Port-au-Prince Arrondissement,Ministère des Relations Extérieures,49055,8525,Brésil,311 - AGRICULTURE, ,49055, , , , ,8525, , , , , , , , , , ,49055,8525, , 
  , ,,Envoi de deux entraineurs de football,Ongoing,,,,,,,Haiti, ,Ouest, ,Ministère des Relations Extérieures,48251,48251,Brésil,998 - NON AFFECTE/ NON SPECIFIE, , ,48251, , , , , , , , , , , , , , ,48251,48251, , 
  , ,,Perfectionnement des Systèmes de Production d'Haricot / Country Program (CP) through ABC,Ongoing,,,,,30/06/2010,30/06/2008,Haiti, ,Nippes, ,Ministère des Relations Extérieures,260870,14186,Brésil,311 - AGRICULTURE, , ,14186, , , , , , , , , , , , , , ,260870,14186, , 
  , ,,Perfectionnement des Systèmes de Production de Riz - Country Program (CP) through ABC,Ongoing,,,,,30/06/2010,30/06/2008,Haiti, ,Nippes, ,Ministère des Relations Extérieures,260870,5713,Brésil,311 - AGRICULTURE, , ,5713, , , , , , , , , , , , , , ,260870,5713, , 
  , ,,Perfectionnement des Systèmes de Production de Manioc - Country Program (CP) through ABC,Ongoing,,,,,30/06/2010,30/06/2008,Haiti, ,Nippes, ,Ministère des Relations Extérieures,260870,750,Brésil,311 - AGRICULTURE, , ,750, , , , , , , , , , , , , , ,260870,750, , 
  , ,,Promotion de la Durabilité de la Production de Légumes dans la Région de Kenscoff - Country Program through(CP) ABC,Ongoing,,,,,30/06/2010,30/06/2008,Haiti,Kenscoff,Ouest,Port-au-Prince Arrondissement,Ministère des Relations Extérieures,202050,64066,Brésil,311 - AGRICULTURE, , ,64066, , , , , , , , , , , , , , ,202050,64066, , 
  , , ,"Evaluation et Révision des Projets d'Agriculture liées à la Ferme de Fond des Nègres, Nippes (Country Program (CP) through ABC",Ongoing,,,,,30/06/2012,30/06/2011,Haiti,Fonds-des-Nègres,Nippes,Miragôane Arrondissement,Ministère des Relations Extérieures,111600,79958,Brésil,311 - AGRICULTURE, ,111600, , , , ,79958, , , , , ,31642, , , , ,111600,79958, ,31642
  , ,,Appui aux initiatives de Protection de l'Enfant em Haiti (Phase 3) (Country Program (CP) through ABC),Ongoing,,,,,,,Haiti, ,Nord, ,Ministère des Relations Extérieures,30496,13079,Brésil,120 - SANTE, , , , , , ,13079, , , , , , , , , , ,30496,13079, , 
 , , ,Education for all: Recovery and transformation through Education / NY PLEDGE - DGCD Coopération au développement (New Funds) // (Source: OSE/Belgique),Ongoing,,,,,,,Haiti, , , ,Ambassade de Belgique,7792207.792,7792207.792,Belgique,110 - EDUCATION, , , , , , ,7792207.792, , , , , , , , , , ,7792207.792,7792207.792, , 
 , , ,Protecting Vulnerable Children in Haïti / NY pledge - DGCD Coopération au développement (New Funds) // (Source: OSE/Belgique),Ongoing,,,,,,,Haiti, , , ,Ambassade de Belgique,3500935.064,3500935.064,Belgique,150 - GOUVERNEMENT ET SOCIETE CIVILE, , ,3500935.064, , , , , , , , , , , , , , ,3500935.064,3500935.064, , 
 , , ,Programme d appui au relèvement d Haïti / NY pledge - DGCD Coopération au développement (New Funds) // (Source: OSE/Belgique),Ongoing,,,,,,,Haiti, , , ,Ambassade de Belgique,2999551.948,2999551.948,Belgique,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, , ,2999551.948, , , , , , , , , , , , , , ,2999551.948,2999551.948, , 
 , , ,OSS 4 - Duurzame toegang tot en beheer van water in Haïti OTHER RECOVERY DGCD Coopération au développement (Existing Funds) /// (Source: OSE/Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, ,Sud, ,Ambassade de Belgique,2420857.142,2420857.142,Belgique,140 - EAU ET ASSAINISSEMENT,14020 - Distribution d’eau et assainissement – systèmes à grande échelle, ,771159.74, , , , , , , , , , , , , , ,2420857.142,2420857.142, , 
 , , ,CIUF-CUD Coopération Universitaire Institutionnelle (CUI) 2008-2012 - Université de l'Etat Haiti /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2012,01/01/2008,Haiti, , , ,Ambassade de Belgique,1841040.259,1841040.259,Belgique,110 - EDUCATION,113 - Éducation secondaire, ,475450.649, , , ,489714.285, , , , , , , , , , ,1841040.259,1841040.259, , 
 , , ,Duurzame toegang tot en beheer van water in Haïti /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2013,01/01/2011,Haiti, ,Sud, ,Ambassade de Belgique,829366.233,829366.233,Belgique,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié,829366.233, , , , ,829366.233, , , , , , , , , , ,829366.233,829366.233, , 
 , , ,OSS3 - Versterking van de ontwikkelingscapaciteit op het niveau van de civiele samenleving (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, ,Sud, ,Ambassade de Belgique,667698.701,667698.701,Belgique,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,227023.376, , , , , , , , , , , , , , ,667698.701,667698.701, , 
 , , ,Rurale ontwikkeling en rechtenverzekering in Haiti /// Source (OSE/Belgique),Ongoing,,,,,31/12/2013,01/01/2011,Haiti, ,Sud, ,Ambassade de Belgique,620684.415,620684.415,Belgique,311 - AGRICULTURE,31120 - Développement agricole,620684.415,620684.415, , , , , , , , , , , , , , ,620684.415,620684.415, , 
 , , ,AYITI KANPE - Réhabilitation de six centres éducatifs et de formation technique en Haïti /// (Source: OSE/Belgique),Ongoing,,,,,31/12/2013,01/01/2011,Haiti, ,Sud, ,Ambassade de Belgique,524509.09,524509.09,Belgique,110 - EDUCATION,113 - Éducation secondaire,524509.09, , , , ,524509.09, , , , , , , , , , ,524509.09,524509.09, , 
 , , ,VOLENS Renforcement des résaux de productrices-eurs / (Existing Funds) // (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, , , ,Ambassade de Belgique,498046.753,498046.753,Belgique," - 110 - EDUCATION
 - 311 - AGRICULTURE",113 - Éducation secondaire, ,232448.051, , , , , , , , , , , , , , ,498046.753,498046.753, , 
 , , ,OSS4 - Verdediging van de rechten van rurale gemeenschappen en van de burgerrechten (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, ,Sud, ,Ambassade de Belgique,417454.545,417454.545,Belgique,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,141137.662, , , , , , , , , , , , , , ,417454.545,417454.545, , 
 , , ,APEFE Programme 2011 - 2013 HAITI SANTE en formation du personnel de santé sexuelle et reproductive. /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2013,01/01/2011,Haiti, , , ,Ambassade de Belgique,324919.48,324919.48,Belgique," - 110 - EDUCATION
 - 120 - SANTE", ,324919.48, , , , ,324919.48, , , , , , , , , , ,324919.48,324919.48, , 
 , , ,OSS6 - Socio-economische en socio-politieke rurale ontwikkeling in lokale gemeenschappen (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, ,Ouest, ,Ambassade de Belgique,323314.285,323314.285,Belgique,311 - AGRICULTURE, , ,112529.87, , , , , , , , , , , , , , ,323314.285,323314.285, , 
 , , ,ONG CHAKA Programme 2008-2010 /Appui au développement rural en Haïti - (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, , , ,Ambassade de Belgique,292128.571,292128.571,Belgique,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT",430 - Autres multi secteurs, ,96998.701, , , , , , , , , , , , , , ,292128.571,292128.571, , 
 , , ,OSS2 - Versterking van de civiele samenleving in het zuiden door ontwikkeling van synergieën tussen lokale actoren en met internationale actoren (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, ,Sud, ,Ambassade de Belgique,263106.493,263106.493,Belgique,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,89225.974, , , , , , , , , , , , , , ,263106.493,263106.493, , 
 , , ,ONG GEOMOUN ''enfants des rues de port-au-prince acceuil-éducation-formation'' / (Existing Funds) // (Source : OSE/ Belgique),Ongoing,,,,,,,Haiti, ,Sud, ,Ambassade de Belgique,233984.415,233984.415,Belgique,110 - EDUCATION,113 - Éducation secondaire, ,46797.402, , , , , , , , , , , , , , ,233984.415,233984.415, , 
 , , ,VOLENS Construction d'un processus social d'économie solidaire (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, , , ,Ambassade de Belgique,214000,214000,Belgique,311 - AGRICULTURE,31194 - Coopératives agricoles, ,72640.259, , , , , , , , , , , , , , ,214000,214000, , 
 , , ,APEFE -Haïti-OSS1-Formation Professionnelle /// (Source : OSE/ Belgique),Operationally closed,,,,,31/12/2012,01/01/2008,Haiti, , , ,Ambassade de Belgique,199285.714,199285.714,Belgique,110 - EDUCATION,113 - Éducation secondaire, ,199285.714, , , , , , , , , , , , , , ,199285.714,199285.714, , 
 , , ,VOLENS Renforcement des résaux de productrices/eurs / (Existing Funds) // (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, , , ,Ambassade de Belgique,171744.155,171744.155,Belgique," - 110 - EDUCATION
 - 311 - AGRICULTURE",113 - Éducation secondaire, ,80319.48, , , , , , , , , , , , , , ,171744.155,171744.155, , 
 , , ,VOLENS Formación para mujeres de sectores empobrecidos (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, , , ,Ambassade de Belgique,148312.987,148312.987,Belgique,110 - EDUCATION,113 - Éducation secondaire, ,58449.35, , , , , , , , , , , , , , ,148312.987,148312.987, , 
 , , ,ONG CHAKA Programme 2008-2010 /Appui au développement rural en Haïti - OTHER RECOVERY DGCD Coopération au développement (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, , , ,Ambassade de Belgique,137428.571,137428.571,Belgique,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT",430 - Autres multi secteurs, ,46629.87, , , , , , , , , , , , , , ,137428.571,137428.571, , 
 , , ,OSS1 - Strijd tegen geweld op vrouwen / OTHER RECOVERY DGCD Coopération au développement (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, ,Sud, ,Ambassade de Belgique,127348.051,127348.051,Belgique,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,44562.337, , , , , , , , , , , , , , ,127348.051,127348.051, , 
 , , ,OS S1Promotion de l'agriculture paysanne Haiti (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, ,Sud, ,Ambassade de Belgique,111574.025,111574.025,Belgique,311 - AGRICULTURE,31163 - Bétail, ,56581.818, , , , , , , , , , , , , , ,111574.025,111574.025, , 
 , , ,ONG WSM Solidarité Mondiale/Sol.Mondiale - WSMco - programme 2008-2010 - OSS 5 Haiti (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, ,Sud, ,Ambassade de Belgique,94362.337,94362.337,Belgique,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS,16020 - Politique de l’emploi et gestion administrative, ,31487.012, , , , , , , , , , , , , , ,94362.337,94362.337, , 
 , , ,ONG CHAKA Programme 2008-2010 /envoi de coopérants juniors - (HAITI/PEROU/SENEGAL) (Existing Funds) /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2010,01/01/2008,Haiti, , , ,Ambassade de Belgique,62337.662,62337.662,Belgique,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT",430 - Autres multi secteurs, ,15584.415, , , , , , , , , , , , , , ,62337.662,62337.662, , 
 , , ,Agriculture paysanne durable - Haïti /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2013,01/01/2011,Haiti, ,Sud, ,Ambassade de Belgique,56103.896,56103.896,Belgique,311 - AGRICULTURE,31120 - Développement agricole,56103.896,56103.896, , , , , , , , , , , , , , ,56103.896,56103.896, , 
 , , ,Ong CODEART - programme 2011-2014 / volet Sud OS 2 BENIN Echange et diffusion de technologies durablement appropriables pour une Sud plus /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2014,01/01/2011,Haiti, ,Sud, ,Ambassade de Belgique,35323.376,35323.376,Belgique,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié,35323.376, , , , ,35323.376, , , , , , , , , , ,35323.376,35323.376, , 
 , , ,Ong CODEART - programme 2011-2014 / volet sud OS 5 HAÏTI Echange et diffusion de technologies durablement appropriables pour une Sud plus entrepreneurial et moins dépendant /// (Source: OSE/Belgique),Ongoing,,,,,31/12/2014,01/01/2011,Haiti, ,Sud, ,Ambassade de Belgique,11594.805,11594.805,Belgique,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié,11594.805, , , , ,11594.805, , , , , , , , , , ,11594.805,11594.805, , 
 , , ,Ong CODEART - programme 2011-2014 / volet sud OS 4 HAÏTI Echange et diffusion de technologies durablement appropriables pour une Sud plus entrepreneurial et moins dépendant /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2014,01/01/2011,Haiti, , , ,Ambassade de Belgique,11594.805,11594.805,Belgique,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié,11594.805, , , , ,11594.805, , , , , , , , , , ,11594.805,11594.805, , 
 , , ,Ong CODEART - programme 2011-2014 / volet Sud OS 2 HAÏTI Echange et diffusion de technologies durablement appr HAÏTIopriables pour une Sud plus entrepreneurial et moins dépendant /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2014,01/01/2011,Haiti, ,Sud, ,Ambassade de Belgique,11594.805,11594.805,Belgique,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié,11594.805, , , , ,11594.805, , , , , , , , , , ,11594.805,11594.805, , 
 , , ,Ong CODEART - programme 2011-2014 / volet Sud OS 1 : HAÏTI Echange et diffusion de technologies durablement appropriables pour une Sud plus /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2014,01/01/2011,Haiti, ,Sud, ,Ambassade de Belgique,11594.805,11594.805,Belgique,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié,11594.805, , , , ,11594.805, , , , , , , , , , ,11594.805,11594.805, , 
 , , ,Ong CODEART - programme 2011-2014 / volet sud OS 5 HAÏTI Echange et diffusion de technologies durablement appropriables pour une Sud plus entrepreneurial et moins dépendant /// (Source : OSE/ Belgique),Ongoing,,,,,31/12/2014,01/01/2011,Haiti, , , ,Ambassade de Belgique,11594.805,11594.805,Belgique,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié,11594.805, , , , ,11594.805, , , , , , , , , , ,11594.805,11594.805, , 
  ,HA-L1069 (Banque interaméricaine de développement), ,Willbes Haitian - (BID/HA-L1069),Pipeline,,,,,,,Haiti, , , ,Banque interaméricaine de développement, , ,Banque interaméricaine de développement,500 - AIDE-PROGRAMME ET PRODUITS,520 - Aide alimentaire à des fins de développement/aide à la sécurité alimentaire, , , , , , , , , , , , , , , , , , , , 
  ,HA-L1067 (Banque interaméricaine de développement), ,Montana Hotel Reconstruction - (BID/HA-L1067),Pipeline,,,,,,,Haiti, , , ,Banque interaméricaine de développement, , ,Banque interaméricaine de développement,332 - TOURISME, , , , , , , , , , , , , , , , , , , , , 
 , , ,Electoral Observation Mission / NY pledge OAS (New Funds) // (Source: OSE/OAS),Ongoing,,,,,30/06/2011,30/06/2010,Haiti, , , ,Organisation des états américains,2714853,274853,Autres organisations internationales universelles ou régionales,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,274853, , , , , , , , , , , , , , ,2714853,274853, , 
 , , ,Youth Violence Prevention Program via Orchestral Training in the Caribbean / NY pledge OAS/FEMCIDI (New Funds) // (Source : OSE/OAS),Ongoing,,,,,30/06/2010,30/06/2009,Haiti, ,Ouest, ,Organisation des états américains,215490,137878,Autres organisations internationales universelles ou régionales,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,38612, , , , , , , , , , , , , , ,215490,137878, , 
 , , ,Education for All - (Existing Funds) /// (Source : OSE/CDB),Ongoing,,,,,30/06/2013,30/06/2007,Haiti, , , ,Banque caribéenne de développement,10000000,8050000,Autres Institutions Financières Internationales,110 - EDUCATION, , ,5000000, , , , , ,1950000, , , , , , , , ,10000000,8050000, ,1950000
 , , ,Urban Community Driven Development - (Existing Funds) /// (Source : OSE/CDB),Ongoing,,,,,30/06/2013,30/06/2008,Haiti," - Cap-Haïtien
 - Gonaïves
 - Port-au-Prince
 - Saint-Marc"," - Artibonite
 - Nord
 - Ouest"," - Cap-Haïtien Arrondissement
 - Gonaïves
 - Port-au-Prince Arrondissement
 - Saint-Marc Arrondissement",Banque caribéenne de développement,4000000,2354000,Autres Institutions Financières Internationales,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT",430 - Autres multi secteurs, ,2314000, , , ,40000, ,1040000, , , ,646000, , , , ,4000000,2354000, ,1686000
 , , ,TVET - (Existing Funds) /// (Source : OSE/CDB),Ongoing,,,,,30/06/2012,30/06/2008,Haiti, , , ,Banque caribéenne de développement,5000000,1638000,Autres Institutions Financières Internationales,110 - EDUCATION, , , , , , ,1638000, ,2000000, , , ,1362000, , , , ,5000000,1638000, ,3362000
  , , ,Grant CARICOM / NY Pledge (New Funds) // (Source : OSE/Australie),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Australie,782881.002,782881.002,Australie,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,782881.002, , , , , , , , , , , , , , ,782881.002,782881.002, , 
 , , ,Contribution to HRF / NY Pledge (New Fund) /// (Source : OSE/Australie),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Australie,10438413.36,10438413.36,Australie,998 - NON AFFECTE/ NON SPECIFIE, , ,10438413.36, , , , , , , , , , , , , , ,10438413.36,10438413.36, , 
 , , ,Financement PNUD (pour Industrie & Commerce & Tourisme),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Argentine, , ,Argentine," - 321 - INDUSTRIES MANUFACTURIERES
 - 331 - POLITIQUE COMMERCIALE ET REGLEMENTATIONS ET AJUSTEMENT LIE AU COMMERCE
 - 332 - TOURISME", , , , , , , , , , , , , , , , , , , , , 
  ,P095371 (Association internationale de développement), ,BM/P095371 - Haïti : Deuxième don d’assistance technique à la gouvernance économique,Operationally closed,,,,20/06/2006,30/06/2011,20/06/2006,Haiti, , , ,Association internationale de développement,1527000,1527000,Banque mondiale,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", , , , , ,259844, , , , , , , , , , ,1527000,1527000, , 
