AGENCE,PROJET,DESCRIPTION,OBJECTIFS GENERAUX,RESULTATS,STATUT,ASPECT GENRE,NIVEAU D'INTERVENTION,REGION,SECTEUR BUDGET,SECTEUR OCDE,MAFSAN,PRIORITE NATIONALE,MINISTERE DE TUTELLE,AGENCE D'EXECUTION,INSCRIPTION LOI DES FINANCES,2009 Engagements Effectifs,2009 Decaissements Effectifs,2009 Decaissements Prevus,2010 Engagements Effectifs,2010 Decaissements Effectifs,2010 Decaissements Prevus,2011 Engagements Effectifs,2011 Decaissements Effectifs,2011 Decaissements Prevus,2012 Engagements Effectifs,2012 Decaissements Effectifs,2012 Decaissements Prevus,2013 Engagements Effectifs,2013 Decaissements Effectifs,2013 Decaissements Prevus,2014 Engagements Effectifs,2014 Decaissements Effectifs,2014 Decaissements Prevus,2015 Decaissements Prevus,2016 Decaissements Prevus,2017 Decaissements Prevus,2018 Decaissements Prevus,2019 Decaissements Prevus,Total Disbursements,Total Commitments,Planned Disbursements
FNUAP : Fonds des Nations Unies pour la Population,Population et Developpement: Liens entre Population et developpement (MDG6P11A),,"1Utilisation accrue des informations socio-economiques et demographiques fiables ventilees par sexe et par äge sur la population et developpement, aux fins d'elaboration, de gestion, de suivi et d'evaluation des strategies et programmes nationaux, decentralises et sectoriels (PDSS, PSN, PANAGEDƒ) de mise en ìuvre du MAP et des OMD",Les capacites des decideurs et des institutions clefs de mise en ìuvre en charge d'elaboration des programmes de developpement aux niveaux central et regional pour reconnaÓtre les liens entre population et developpement sont renforcees.   82% des responsables regionaux et communaux formes et ayant integre les variables population dans les programmes de developpement.,En Cours,Assez significatif,National-Regional," - ANDROY
 - ANOSY
 - ATSIMO-ANDREFANA
 - ATSIMO-ATSINANANA
 - SOFIA
 - VATOVAVY-FITOVINANY",ADMINISTRATIF,NON AFFECTE/ NON SPECIFIE,OTHER,Economie,Ministere de l'economie et de la Planification,Ministere de l'economie et de la Planification,Hors Budget,0,119422,120000,0,208332,217071,0,152800,175300,0,284570,210000,0,131435,173350,0,185310,213990,0,0,0,0,0,896559,0,1109711
FNUAP : Fonds des Nations Unies pour la Population,Population et Developpement: Utilisation de donnees pour la Planification et S&E (MDG6P31A),,"1Utilisation accrue des informations socio-economiques et demographiques fiables ventilees par sexe et par äge sur la population et developpement, aux fins d'elaboration, de gestion, de suivi et d'evaluation des strategies et programmes nationaux, decentralises et sectoriels (PDSS, PSN, PANAGEDƒ) de mise en ìuvre du MAP et des OMD","Les donnees demographiques et socio-economiques desagregees sont disponibles et accessibles aux niveaux national, sectoriel et decentralise pour la mise en ìuvre et le suivi du MAP et des OMD",En Cours,Assez significatif,National-Regional," - ANDROY
 - ANOSY
 - ATSIMO-ANDREFANA
 - ATSIMO-ATSINANANA
 - SOFIA
 - VATOVAVY-FITOVINANY",ADMINISTRATIF,NON AFFECTE/ NON SPECIFIE,OTHER,Economie,Ministere de l'economie et de la Planification,Ministere de l'economie et de la Planification,Inscrit dans la Loi de Finances,0,1019440,1028400,0,956203,997513,0,387417,345000,0,1821294,968184,0,818452,838752,0,473105,500000,0,0,0,0,0,5002806,0,4677849
FNUAP : Fonds des Nations Unies pour la Population,Genre: Lutte contre les violences basees sur le Genre (MDG6G41A),Lutte contre les Violences basees sur le Genre,"Environnement juridique et socio-culturel favorable a la reduction des abus contre les femmes, a l'elimination des pratiques traditionnelles qui affectent negativement les femmes et a la promotion de la parente responsable","La disponibilite de services de counselling, de protection et de reference pour les victimes de violence basee sur le genre est accrue.   13 Centres d'Ecoute et de Conseil Juridique fonctionnels",En Cours,Genre,National-Regional," - ANDROY
 - ANOSY
 - ATSIMO-ANDREFANA
 - ATSIMO-ATSINANANA
 - SOFIA
 - VATOVAVY-FITOVINANY",SOCIAL,POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE,OTHER,Solidarite,"Ministere de la Population, de la Protection Sociale et de la Promotion de la Femme","Ministere de la Population, de la Protection Sociale et de la Promotion de la Femme",Hors Budget,0,59708,75000,0,157106,159100,0,206089,198500,0,820856,427396,0,277778,336461,0,356006,359149,0,0,0,0,0,1521537,0,1555606
FNUAP : Fonds des Nations Unies pour la Population,Appui au programme et fonctionnement,,,,En Cours,Peu significatif,National, ,ADMINISTRATIF,NON AFFECTE/ NON SPECIFIE,OTHER,Gouvernance, , ,Hors Budget,0,0,0,0,0,0,0,0,0,0,2987550,1987651,0,2013278,2124935,0,2023891,2106510,0,0,0,0,0,5000828,0,6219096
FNUAP : Fonds des Nations Unies pour la Population,Sante de la reproduction: (MDG6 R11A) coordination; (MDG6 R21A) sante maternelle; (MDG6 R31A) planification familiale,"Amelioration de la sante de la reproduction ( sante maternelle, planification familiale, sante de la reproduction des adolescents, sante de la reproduction en urgence)","La population, particulierement les groupes les plus vulnerables, ont acces et utilisent les services de qualite en sante de la reproduction et planification familiale","Un paquet essentiel d'informations et de services de sante de la reproduction disponible et accessible aux hommes, aux femmes et aux jeunes dans les zones d'intervention du programme.      taux de couverture contraceptive estimes a 27,3% ;    CPN1: 69% ;    30% Accouchement au niveau FS",En Cours,Genre,National-Regional," - ANDROY
 - ANOSY
 - ATSIMO-ANDREFANA
 - ATSIMO-ATSINANANA
 - SOFIA
 - VATOVAVY-FITOVINANY",SOCIAL,SANTE,"FOOD, SECURITY & NUTRITION",Sante,Ministere de la Sante Publique," - Marie Stopes International
 - Ministere de la Sante Publique
 - SALAMA",Inscrit dans la Loi de Finances,0,3115653,3253156,0,3477960,3680855,0,3901085,3232891,0,5480809,2881295,0,2757849,3106025,0,2847134,3204168,0,0,0,0,0,18733356,0,19358390
FNUAP : Fonds des Nations Unies pour la Population,Sante de la reproduction: (MDG6 R12A) urgence humanitaire,"Amelioration de la sante de la reproduction ( sante maternelle, planification familiale, sante de la reproduction des adolescents, sante de la reproduction en urgence)","La population, particulierement les groupes les plus vulnerables, ont acces et utilisent les services de qualite en sante de la reproduction et planification familiale",Des mecanismes de prevention et de reponse en situation d'urgence mis en place.    7 institutions formees sur le Dispositif Minimum d'Urgence en SR pour les situations post-crise et en urgence humanitaire,En Cours,Genre,National-Regional," - ANDROY
 - ANOSY
 - ATSIMO-ANDREFANA
 - ATSIMO-ATSINANANA
 - SOFIA
 - VATOVAVY-FITOVINANY",SOCIAL," - AIDE HUMANITAIRE
 - SANTE","FOOD, SECURITY & NUTRITION",Sante, ," - Ministere de la Sante Publique
 - Somontsoy",Inscrit dans la Loi de Finances,0,241632,354674,0,322479,361622,0,1007719,600191,0,212682,111000,0,522471,638948,0,242206,260782,0,0,0,0,0,2306983,0,2327217
FNUAP : Fonds des Nations Unies pour la Population,FNUAP: Decaissements Previsionnels,,,,Prevu,Non Genre,National, ," - SOCIAL
 - ADMINISTRATIF",NON AFFECTE/ NON SPECIFIE,OTHER," - Gouvernance
 - Sante
 - Solidarite", , ,Hors Budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800000,16925000,16925000,16925000,16925000,0,0,67700000
Fondation Agakhan,"OSDRM (Organisation de Soutien au Developpement Rural a Madagascar, ex-(PSSDRI-RIZ)",Contexte: Zone enclavee avec un fort potentiel  Management base en Antsohihy,Permettre dans la region Sofia l'adoption des technique intensifiee de la culture du riz (SRI).,Au depart:   - Augmenter le rendement (SRI)   - Evolution du monde rural (source de revenu)   - Constituer un groupement de paysan.,En Cours,Non Genre,Regional,SOFIA,PRODUCTIF,AGRICULTURE,"FOOD, SECURITY & NUTRITION",Developpement rural, , ,Hors Budget,0,0,0,0,1200000,1200000,0,1300000,1300000,0,1500000,1100000,0,1250000,0,0,0,1150000,1500000,0,0,0,0,5250000,0,4750000
Fondation Agakhan,GEC (groupes d'epargne communautaire),,Augmentation durable de l'epargne des menages.,,En Cours,Non Genre,Regional,SOFIA,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural, , ,Hors Budget,0,0,0,0,150000,0,0,150000,0,0,150000,0,0,150000,0,0,0,150000,0,0,0,0,0,600000,0,150000
France/AFD : Agence Française de Developpement,Education de base a Madagascar. N convention CMG 1164 01,,,,En Cours,Non Genre,National, ,SOCIAL,EDUCATION,OTHER,Education,Ministere de l'education Nationale,France/AFD : Agence Française de Developpement,Hors Budget,0,889019.566,735294.117,0,548844.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437864,0,735294.117
France/AFD : Agence Française de Developpement,Extention Mahavotse. (nconvention: CMG 1272 01),,,,Prevu,Non Genre,National, ,PRODUCTIF,BANQUES ET SERVICES FINANCIERS,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,France/AFD : Agence Française de Developpement,Hors Budget,1133333.333,0,610294.117,0,0,426666.666,0,0,157058.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133333.333,1194018.801
France/AFD : Agence Française de Developpement,LAB/FT CMG 1267 01U,,,,En Cours,Non Genre,National, ,ADMINISTRATIF,GOUVERNEMENT ET SOCIETE CIVILE,OTHER,Gouvernance,Ministere des Finances et du Budget,France/AFD : Agence Française de Developpement,Hors Budget,0,0,0,0,0,0,68286.095,37431.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37431.705,68286.095,0
France/AFD : Agence Française de Developpement,Appui a des Structures de Promotion des Exportations. (nconvention:CMG 3004 01),,,,En Cours,Non Genre,National, ,PRODUCTIF,POLITIQUE COMMERCIALE ET REGLEMENTATIONS,OTHER,Economie,Ministere de l'economie et de la Planification,France/AFD : Agence Française de Developpement,Hors Budget,3376623.376,31622.344,51470.588,0,-9997.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21625.084,3376623.376,51470.588
France/AFD : Agence Française de Developpement,Partenariat Pour le Developpement du Grand Tana (ETI FCI). (nconvention: CMG 3008 02),,,,Cloture,Non Genre,National, ,INFRASTRUCTURE,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,OTHER,Infrastructures,"Ministere d'Etat charge des Infrastructures, de l'Equipement et de l'Amenagement du Territoire",France/AFD : Agence Française de Developpement,Hors Budget,352941.176,7279.959,1470.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7279.959,352941.176,1470.588
France/AFD : Agence Française de Developpement,FEPP N7 (nconvention:CMG 6000 01),,,,Cloture,Non Genre,National, ,ADMINISTRATIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Economie,Ministere de l'economie et de la Planification,France/AFD : Agence Française de Developpement,Hors Budget,0,466362.758,432352.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466362.758,0,432352.941
France/AFD : Agence Française de Developpement,Objectif SUD. (nconvention:CMG 3012 01),,,,En Cours,Non Genre,National, ,SOCIAL,BANQUES ET SERVICES FINANCIERS,OTHER,Developpement rural,Ministere des Finances et du Budget,France/AFD : Agence Française de Developpement,Hors Budget,0,10962.108,198529.411,1813333.333,161317.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172279.161,1813333.333,198529.411
France/AFD : Agence Française de Developpement,Alliance pour le developpement. (nconvention: CMG 3015 01),,,,Cloture,Non Genre,National, ,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,France/AFD : Agence Française de Developpement,Hors Budget,441176.47,140845.07,147058.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140845.07,441176.47,147058.823
France/AFD : Agence Française de Developpement,Appui au developpement social urbai de la commune de Diego n convention 1364 01 S,,,,En Cours,Non Genre,Regional,DIANA,INFRASTRUCTURE,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,OTHER,Infrastructures,"Ministere d'Etat charge des Infrastructures, de l'Equipement et de l'Amenagement du Territoire",France/AFD : Agence Française de Developpement,Hors Budget,0,0,0,0,0,0,0,353602.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353602.479,0,0
France/AFD : Agence Française de Developpement,Appui a la diffusion des techniques agroecologiques:Etat. (nconvention:CMG 1174 01),* Pilotage du reseau de diffusion par le GSDM; * Disposiif d'appui technique et formation; * Diffusion chez les agriculteurs; * Mise en synergie avec la recherche thematique; * Suivi evaluation.,AccroÓtre la production et preserver l'environnement.,* Erosion et ruissellement diminues gräce a l' implantation de plantes de couverture; * Gaz carbonique fixe par production de biomasse de couverture; * Sarclage a la charge des femmes supprime.,En Cours,Peu significatif,National, ,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,France/AFD : Agence Française de Developpement,Hors Budget,0,344986.947,495588.235,0,481627.733,0,0,133881.958,71017.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960496.638,0,566605.773
France/AFD : Agence Française de Developpement,Contribution mise en ìuvre plan d'action de developpement rural (COMIPADR).(nconvention:CMG 3010 01),Appui a la definition de politiques;  Appui a la definition de politiques;  Developpement des organisations professionnelles;  Formation;  Gestion du projet.,"Engager une agriculture jusque la majoritairement familiale et d'autoconsommation, dans une transition vers une agriculture repondant mieux aux besoins et aux sollicitations du marche domestique, de l'indurtrie agro- alimentaire et des marches exterieurs.","Outils d'analyse et de suivi des politiques mis en place;  Politiques sectorielles et transversales elaborees;  Administrations chargees de l'agriculture, de l'environnement et du commerce, autorites deconcentres et decentralisees et acteurs de la societe civile et secteur prive concertes;  Cadres de l'administration formes par la mobilisation d'une expertise nationale et internationale sur les politiques agricoles et alimentaires, les negociations internationales, les techniques de management de communication et de negociation;  Organisations professionnelles et interprofessionnelles agicoles appuyees;  Formation professionnlle appuyee.",En Cours,Non Genre,National, ,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,France/AFD : Agence Française de Developpement,Inscrit dans la Loi de Finances,0,485892.123,619117.647,0,524846.704,0,0,516705.501,409716.57,0,81485.155,0,0,0,0,0,0,0,0,0,0,0,0,1608929.483,0,1028834.217
France/AFD : Agence Française de Developpement,PRCC 2 - Promotion des exportations n convention CMG 1253 03,,Promotion des exportations (CCIFM),,En Cours,Non Genre,National, ,ADMINISTRATIF,POLITIQUE COMMERCIALE ET REGLEMENTATIONS,OTHER,Economie,Ministere du Commerce et de la Consommation,France/AFD : Agence Française de Developpement,Hors Budget,680000,149253.731,0,0,232949.641,0,0,200660.079,273144.38,0,114257.884,0,0,0,0,0,0,0,0,0,0,0,0,697121.335,680000,273144.38
France/AFD : Agence Française de Developpement,Mise a niveau Lutte anti-blanchiment & contre financement terrorisme CMG 1318 01,,,,En Cours,Non Genre,National, ,ADMINISTRATIF,BANQUES ET SERVICES FINANCIERS,OTHER,Gouvernance, ,France/AFD : Agence Française de Developpement,Hors Budget,0,0,0,57142.857,27862.82,53333.333,0,0,0,0,27862.82,0,0,0,0,0,0,0,0,0,0,0,0,55725.64,57142.857,53333.333
France/AFD : Agence Française de Developpement,AT et d'expertise au plan de developpement Sectoriel Sante. (nconvention: CMG 6008 01),,,,En Cours,Non Genre,National, ,SOCIAL,SANTE,OTHER,Sante,Ministere de la Sante Publique,France/AFD : Agence Française de Developpement,Hors Budget,649350.649,103362.404,191176.47,0,36121.813,0,0,30421.373,135206.468,0,2835.526,0,0,0,87671.232,0,0,0,0,0,0,0,0,172741.116,649350.649,414054.17
France/AFD : Agence Française de Developpement,ONG Eau MEDDEA GRET. (ncovention: CZZ 3064 01),,,,En Cours,Non Genre,National, ,INFRASTRUCTURE,DISTRIBUTION D'EAU ET ASSAINISSEMENT,OTHER,Infrastructures,Ministere de l'Eau,France/AFD : Agence Française de Developpement,Hors Budget,246666.666,43431.428,88235.294,0,0,81333.333,0,0,87406.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43431.428,246666.666,256974.828
France/AFD : Agence Française de Developpement,AT rural. (n convention:CMG 6006 01),,,,En Cours,Non Genre,National, ,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,France/AFD : Agence Française de Developpement,Hors Budget,2205882.352,237903.185,264705.882,0,135683.943,0,0,35387.051,170715.237,0,8017.105,0,0,3385.714,0,0,0,0,0,0,0,0,0,420376.998,2205882.352,435421.119
France/AFD : Agence Française de Developpement,REDRESSEMENT ET RESTRUCTURATION DE LA JIRAMA. (nconvention:CMG 6004 01),,Ameliorer les perspectives de croissance durable en assurant un approvisionnement en electricite adequat a moyen terme.,,En Cours,Non Genre,National, ,INFRASTRUCTURE,PRODUCTION ET DISTRIBUTION D'ENERGIE,OTHER,Infrastructures,Ministere de l'energie,France/AFD : Agence Française de Developpement,Inscrit dans la Loi de Finances,0,0,735294.117,0,514100,0,0,3094353.514,4935718.952,0,1334213.89,1973684.21,0,9363.636,0,0,0,0,0,0,0,0,0,4952031.04,0,7644697.279
France/AFD : Agence Française de Developpement,Facilite micro finance ACEP MADA. (nconvention: CMG 6005 02),,,,En Cours,Non Genre,National, ,ADMINISTRATIF,NON AFFECTE/ NON SPECIFIE,OTHER,Developpement rural,Ministere des Finances et du Budget,France/AFD : Agence Française de Developpement,Hors Budget,2200000,0,808823.529,0,1428571.428,0,0,837884.467,751147.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266455.895,2200000,1559970.574
France/AFD : Agence Française de Developpement,Facilite micro finance CECAM. (nconvention: CMG 6010 02),,,,Prevu,Non Genre,National, ,ADMINISTRATIF,BANQUES ET SERVICES FINANCIERS,OTHER,Developpement rural,Ministere des Finances et du Budget,France/AFD : Agence Française de Developpement,Hors Budget,2666666.666,0,0,0,0,0,0,1365721.901,2731443.803,0,833333.333,0,0,0,0,0,0,0,0,0,0,0,0,2199055.234,2666666.666,2731443.803
France/AFD : Agence Française de Developpement,IFRA (CMG 1389 01),Developpement credits aux petites entreprises.,"Credits aux petites entreprises n'accedant pas aux services bancaires, renforcement de capacites et appui technique et financier aux Institutions de microfinance partenaires.",,En Cours,Non Genre,Regional," - ANDROY
 - ANOSY",ADMINISTRATIF,ENTREPRISES ET AUTRES SERVICES,OTHER,Economie, ,France/AFD : Agence Française de Developpement,Hors Budget,0,0,0,0,0,0,0,0,0,1250000,1236504.723,526315.789,0,0,753424.657,0,0,0,0,0,0,0,0,1236504.723,1250000,1279740.446
France/AFD : Agence Française de Developpement,PAMF (CMG 1384 01 U),Mise en ìuvre procedures LAB/FT,,,En Cours,Non Genre,National, ,ADMINISTRATIF,GOUVERNEMENT ET SOCIETE CIVILE,OTHER,Gouvernance, ,France/AFD : Agence Française de Developpement,Hors Budget,0,0,0,0,0,0,68286.095,0,0,0,33225,0,0,0,0,0,0,0,0,0,0,0,0,33225,68286.095,0
France/AFD : Agence Française de Developpement,PAMF PRET (CMG 1284 02),AT pour mise en place produit de credit aux tres petites entreprises.,Mise en place credits TPE et renforcement capacites de gestion des operations.,,En Cours,Non Genre,National, ,ADMINISTRATIF,BANQUES ET SERVICES FINANCIERS,OTHER,Economie, ,France/AFD : Agence Française de Developpement,Hors Budget,0,0,0,0,0,0,1570580.186,0,0,0,769230.769,789473.684,0,723684.21,753424.657,0,0,0,0,0,0,0,0,1492914.979,1570580.186,1542898.341
France/AFD : Agence Française de Developpement,Programmes bassins versants BVPI. (nconvention: CMG 6003 01),,,,En Cours,Non Genre,National, ,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,France/AFD : Agence Française de Developpement,Inscrit dans la Loi de Finances,0,2660413.688,3060294.117,0,4536726.535,0,0,5179035.762,4097165.705,0,1707718.969,3947368.421,0,1147521.129,1439726.027,0,0,0,0,0,0,0,0,15231416.08,0,12544554.27
France/AFD : Agence Française de Developpement,Subvention micro finance ADEFI Mutuelle. (nconvention: CMG 6005 03),,,,En Cours,Non Genre,National, ,ADMINISTRATIF,BANQUES ET SERVICES FINANCIERS,OTHER,Developpement rural,Ministere des Finances et du Budget,France/AFD : Agence Française de Developpement,Hors Budget,466666.666,0,176470.588,0,0,153333.333,0,212724.262,218515.504,0,125536.217,210526.315,0,121104.554,0,0,0,0,0,0,0,0,0,459365.033,466666.666,758845.74
France/AFD : Agence Française de Developpement,Fonds de Garantie Malgache (CMG 1374 02 S),Developpement de ses activites de garantie aux prêts bancaires et faveur des entreprises.,"Renforcement gestion comptable et financiere, meilleure communication et renforcement des competences internes.",,En Cours,Non Genre,National, ,ADMINISTRATIF,ENTREPRISES ET AUTRES SERVICES,OTHER,Economie, ,France/AFD : Agence Française de Developpement,Hors Budget,0,0,0,0,0,0,178571.428,0,0,0,1835.897,65789.473,0,8889.475,102739.726,0,0,144444.444,0,0,0,0,0,10725.372,178571.428,312973.643
France/AFD : Agence Française de Developpement,EDUCATION POUR TOUS (VOLET MINESEB)( convention n:CMG 3002 01),"* Ministere en charge de l'eduction, regions et structures locales decentralisees capables de concevoir, de mettre en ìuvre et de faire le suivi et evaluation des strategies d'Alphabetisation * Ressources supplementaires mobilisees pour le secteur de l'Alphabetisation","Contribuer a l'acces des plus defavorises aux opportunites educatives, gräce aux actions d'Alphabetisation","* Cadre institutionnel reglementaire defini et applique par la mise en place de la Direction de l'Alphabetisation au sein du Ministere de l'Education * Politique et Strategie nationales definies ; * Base de donnees sur l'alphabetisation disponible et exploitable ; * 104 centres AFI-D, ASAMA et AMBOHITSORATRA operationnels dans 22 regions ; * 25.000 alphabetises au niveau national ; * Plus de 20.000 supports pedagogiques, livres de calcul et de lecture, elabores et diffuses ; * Normes de references de l'Alphabetisation definies, validees, diffusees, appliquees par les Firmes et suivies ; * Fonds national pour l'Alphabetisation mis en place et operationnel ; * Capacites des CTD renforcees en matiere de planification, de maÓtrise d'ouvrage et de suivi d'actions d'alphabetisation.",En Cours,Non Genre,National, ,SOCIAL,EDUCATION,OTHER,Education,Ministere de l'education Nationale,France/AFD : Agence Française de Developpement,Inscrit dans la Loi de Finances,0,9560303.98,1470588.235,0,4506781.31,0,0,4504509.573,4097165.705,0,718648.314,1513157.894,0,149751.948,0,0,0,151150.617,0,0,0,0,0,19439995.13,0,7232062.451
France/AFD : Agence Française de Developpement,AT BFV-SG (CMG 1362 01 P),Developpement de la mesofinance au sein de la BFV-SG.,"Elargir le marche de la BFV vers une nouvelle cible de professionnels, accroÓtre rapidement son portefeuille de prêts et consolider son approche et se doter d'une veritable expertise sur la mesofinance.",,En Cours,Non Genre,National, ,ADMINISTRATIF,BANQUES ET SERVICES FINANCIERS,OTHER,Economie, , ,Hors Budget,0,0,0,0,0,0,337837.837,0,0,0,0,0,0,0,0,0,347222.222,337837.837,0,0,0,0,0,0,337837.837,337837.837
France/AFD : Agence Française de Developpement,Projet protection bassins versants lac Alaotra (ETAT)(nconvention: 1158 01/6007 01),,,,En Cours,Non Genre,Regional,ALAOTRA-MANGORO,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,France/AFD : Agence Française de Developpement,Hors Budget,1800000,225214.267,310294.117,0,71667.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296881.314,1800000,310294.117
France/AFD : Agence Française de Developpement,Projet de gestion de ressource crevettiere. (nconvention:CMG 1167 01 /1182 01),Creation des Zones d'Amenagement Concertes (ZAC);  Surveillance des pêches;  Environnement;  Renforcement de l'organisation professionnelle.,Poursuivre la mise en place d'un systeme de gestion durable et raisonnee de la pêcherie malgache en creant les conditions d'une concertation entre tous les acteurs concernes pour une application effective et transparente de la nouvelle gestion.,Definition des politiques appuyee;  Organisations professionnelles developpees;  Formation prevue.,En Cours,Non Genre,National, ,PRODUCTIF,PECHE,OTHER,Developpement rural,Ministere des Ressources Halieutiques et de la Pêche,France/AFD : Agence Française de Developpement,Inscrit dans la Loi de Finances,0,660360.812,1176470.588,0,597785.468,0,0,213051.24,225344.113,0,5534.21,0,0,0,0,0,0,0,0,0,0,0,0,1476731.73,0,1401814.701
France/AFD : Agence Française de Developpement,Laboratoire d'epidemio-surveillance de la production de crevette. (nconvention:CMG 3000 01),Mise en place d'un Laboratoire au sein de l'IPM ;  Formation et sensibilisation des Agents du GAPCM et de la DSV ;  Mise en place de l' Assistance technique .,Mettre en pace un dispositif national de surveillance zoosanitaire de la filiere crevettiere (sauvage et d'elevage) .,Reglementation mise a niveau  Autorite competente creee;  Autorite competente formee.,En Cours,Non Genre,National, ,PRODUCTIF,PECHE,OTHER,Developpement rural,Ministere des Ressources Halieutiques et de la Pêche,France/AFD : Agence Française de Developpement,Hors Budget,0,292741.144,452941.176,0,289520.215,0,0,13779.574,12291.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596040.933,0,465232.673
France/AFD : Agence Française de Developpement,PROGRAMME GRAND ANTANANARIVO N convention CMG 3008 01,,,,En Cours,Non Genre,National, ,INFRASTRUCTURE,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Infrastructures,"Ministere d'Etat charge des Infrastructures, de l'Equipement et de l'Amenagement du Territoire",France/AFD : Agence Française de Developpement,Inscrit dans la Loi de Finances,0,212158.541,580882.352,0,394542.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606701.515,0,580882.352
France/AFD : Agence Française de Developpement,Amenagement des marches de MAHAJANGA. (nconvention:CMG 1176 01),Rehabilitation et creation de marches de 3 600 places;  Liberation des sites;  Travaux de rehabilitation et de reconstruction.,Renforcer et diversifier les poles d'echanges de l'Óle avec l'exterieur.,"Marches principaux de Mahajanga rehabilites;  3 400 m de voies communales de desserte remises en etat;  Salubrite des marches amelioree;  Fonctionnement economique de la ville ameliore, et tissu urbain de zones d'habitat sous equipees reintegrees.",En Cours,Non Genre,National, ,INFRASTRUCTURE,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,OTHER,Developpement rural,"Ministere d'Etat charge des Infrastructures, de l'Equipement et de l'Amenagement du Territoire",France/AFD : Agence Française de Developpement,Hors Budget,0,2121257.951,2066176.47,0,175657.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296915.093,0,2066176.47
France/AFD : Agence Française de Developpement,REHABILITATION PORT ANTSIRANANA.(nconvention:CMG 6001 01),* Travaux de rehabilitation ; * Construction de nouveaux amenagements.,Rehabiliter et reamenager les installations portuaires.,"Trafic traite efficacement de 225 000 tonnes/an, plus 13 000 EVP/an ( Equivalent Conteneur vingt Pieds, d'un poids moyen de 20 t ), soit un trafic total equivalent a environ 410 000t/an.",En Cours,Non Genre,National, ,INFRASTRUCTURE,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,OTHER,Infrastructures,Ministere des Travaux Publics,France/AFD : Agence Française de Developpement,Hors Budget,0,7720526.569,5419117.647,0,2652231.344,0,0,17983.322,28680.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10390741.24,0,5447797.806
France/AFD : Agence Française de Developpement,REHABILITATION PORT DE MORONDAVA. (nconvention:CMG 1172 01),"* Creation d'un nouveau poste source (Tana Nord); * Creation d'un poste de reflexion; * Renforcement des lignes 35 kV qui, a partir du poste d'Ambodivona, alimentent les postes sources de Tana Ouest et de Mandroseza; * Creation d'un reseau moyenne tension en 20 kV d'une longueur de 95 km afin de renforcer le reseau 5kV actuel ; * Extension du reseau basse tension a une longuer de 240 km.","Rehabiliter les infrastructures, proteger et securiser l'acces de l'aeroport.",Infrastructures urbaines ameliorees.,En Cours,Non Genre,Regional,MENABE,INFRASTRUCTURE,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,OTHER,Infrastructures,Ministere des Travaux Publics,France/AFD : Agence Française de Developpement,Hors Budget,0,355820,423529.411,0,3710616.598,0,0,772855.399,475271.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4839291.997,0,898800.632
